id,Name,Date,Amount,
,EUROTUNNEL (UK AND F),19/02/1991,35970705.00,
,SIP MEZZOGIORNO VII,19/02/1991,32462052.00,
,EUROTUNNEL(F/UK),19/02/1991,35970705.00,
,BANCO DI NAPOLI PG CN II,18/02/1991,6492410.00,
,BANCO DI NAPOLI PG CN II,18/02/1991,6492410.00,
,BRISA IV,15/02/1991,71108972.00,
,SINES WEST MOLE,15/02/1991,24067652.00,
,TMG/MELO AND GONCALVES,14/02/1991,3555449.00,
,TMG/MELO AND GONCALVES,14/02/1991,5469921.00,
,L'OREAL UK,13/02/1991,19778481.00,
,IMI PG CN XII (BEI/PMI B),12/02/1991,14332970.00,
,IMI PG CN XII (BEI/PMI B),12/02/1991,14332970.00,
,SAIPO-TORINO,12/02/1991,8115513.00,
,SAIPO-TORINO,12/02/1991,8115513.00,
,UNIL.IT NAPOLI,11/02/1991,7466272.00,
,UNIL.IT NAPOLI,11/02/1991,7466272.00,
,NAIRN CREAMERY SCOTLAND (GL. AUT.),11/02/1991,2119123.00,
,EURO DISNEYLAND (ACCORD CADRE),08/02/1991,47481331.00,
,METANIZZAZIONE TOSCANA-LIGURIA,07/02/1991,8115513.00,
,METANIZZAZIONE TOSCANA-LIGURIA,07/02/1991,8115513.00,
,ICI ITALIA CAPONAGO,07/02/1991,11686339.00,
,AER LINGUS FLEET,01/02/1991,8655468.00,
,AGROINDUSTRIA PG CN IV (BEI/PMI B),30/01/1991,3246205.00,
,AGROINDUSTRIA PG CN IV (BEI/PMI B),30/01/1991,3246205.00,
,MCC PG CN XII,29/01/1991,1279005.00,
,MCC PG CN XIV (BEI/PMI B),29/01/1991,9099762.00,
,MCC PG MZG VII,29/01/1991,2301559.00,
,BIRMINGHAM AIRPORT II,29/01/1991,14127486.00,
,MCC PG CN XIII (BEI/PMIB),29/01/1991,1739317.00,
,MONTSERRAT PORT RECONSTRUCTION,29/01/1991,2000000.00,
,STERLING AIRWAYS     (AUT.GL.INFRA I),29/01/1991,6850532.00,
,ITALIA CENTRALE RICOSTRUZIONE,28/01/1991,25969641.00,
,SIP MEZZOGIORNO VII,25/01/1991,32462052.00,
,SIP MEZZOGIORNO VII,25/01/1991,38954462.00,
,CARTIERE BURGO - TRIESTE,25/01/1991,27592744.00,
,CARTIERE BURGO - TRIESTE,25/01/1991,27592744.00,
,IKB GL VI,25/01/1991,37721443.00,
,IKB GL VI,25/01/1991,18860746.00,
,AER LINGUS FLEET,25/01/1991,8657669.00,
,BNP GL II,25/01/1991,23357391.00,
,SIP MEZZOGIORNO VII,24/01/1991,32462052.00,
,ENEL RETI MEZZOGIORNO II,24/01/1991,77908924.00,
,ACQUE BASILICATA-PUGLIA,24/01/1991,48043837.00,
,ROSPO MARE IV,22/01/1991,3246205.00,
,ROSPO MARE IV,22/01/1991,3246205.00,
,AGIP GIACIMENTI NORD/SUD II,22/01/1991,22723436.00,
,AGIP GIACIMENTI NORD/SUD II,22/01/1991,22723436.00,
,PROCTER & GAMBLE POMEZIA II,22/01/1991,7790892.00,
,PROCTER & GAMBLE POMEZIA II,22/01/1991,7790892.00,
,FARMACEUTICA SERONO  T.A.,22/01/1991,6492410.00,
,EUTELSAT II-BIS (ARTICLE 18),21/01/1991,200000000.00,
,NORDLAND PAPIER,18/01/1991,9794559.00,
,DEMINEX SNORRE & VESLEFRIKK OIL FIELDS,18/01/1991,19000000.00,
,DEMINEX SNORRE & VESLEFRIKK OIL FIELDS,18/01/1991,19000000.00,
,AGIP VILLA FORTUNA TRECATE II,17/01/1991,74662719.00,
,IRRIGATION SAHARA OASIS,17/01/1991,22000000.00,
,AGIP GIACIMENTI NORD/SUD II,17/01/1991,12984821.00,
,AGIP GIACIMENTI NORD/SUD II,17/01/1991,12984821.00,
,TIOXIDE TEESSIDE,17/01/1991,35318716.00,
,BRITISH TELECOM NORTHERN IRELAND III,11/01/1991,127147378.00,
,KJOEBENHAVNS TELEFON,28/12/1990,75167410.00,
,NESTE POLIMEROS SINES,28/12/1990,21841572.00,
,TRUSTHOUSE FORTE HOTELS III,27/12/1990,15674852.00,
,DEVELOPMENT BANK SOLOMON ISLANDS(DBSI),27/12/1990,800.00,
,DEVELOPMENT BANK SOLOMON ISLANDS(DBSI),27/12/1990,1200000.00,
,ATHENS KATERINI MOTORWAY,21/12/1990,19668681.00,
,SIP MEZZOGIORNO VII,21/12/1990,32448148.00,
,SIP MEZZOGIORNO VII,21/12/1990,58406666.00,
,CARIPLO PG ENERGIA AMBIENTE,21/12/1990,2225943.00,
,CARIPLO PG ENERGIA AMBIENTE,21/12/1990,953976.00,
,CARIPLO PG ENERGIA AMBIENTE,21/12/1990,1589959.00,
,CARIPLO PG ENERGIA AMBIENTE,21/12/1990,681411.00,
,EFIBANCA PG MEZZOGIORNO V,21/12/1990,3244815.00,
,EFIBANCA PG MEZZOGIORNO V,21/12/1990,3244815.00,
,EFIBANCA PG CN VI (BEI/PMI B),21/12/1990,4867222.00,
,EFIBANCA PG CN VI (BEI/PMI B),21/12/1990,4867222.00,
,CREDIOP PG MG III,21/12/1990,6489630.00,
,CREDIOP PG MG III,21/12/1990,6489630.00,
,KFW GL II,21/12/1990,44614197.00,
,AIRBUS INDUSTRIE-A321,21/12/1990,136835304.00,
,BRITISH AEROSPACE AIRBUS A330/340,21/12/1990,142498657.00,
,CREDIOP PG CN III (BEI/PMI B),21/12/1990,9734444.00,
,CREDIOP PG CN III (BEI/PMI B),21/12/1990,9734444.00,
,IMP ATTICA-ATHENS CAR PARKING,21/12/1990,3300000.00,
,VOLKSWAGEN SACHSEN,21/12/1990,48562313.00,
,LASMO - PIPER COMPLEX,21/12/1990,142498657.00,
,DEMINEX SNORRE & VESLEFRIKK OIL FIELDS,20/12/1990,19000000.00,
,GREAT BELT LINK PPP,20/12/1990,19993768.00,
,GREAT BELT LINK PPP,20/12/1990,31796705.00,
,ICI CHEMICALS,20/12/1990,142498657.00,
,INTERBAIL PG (BEI/PME B),20/12/1990,29015111.00,
,IMI PG MEZZOGIORNO XI,20/12/1990,6489630.00,
,IMI PG MEZZOGIORNO XI,20/12/1990,6489630.00,
,KREDIETBANK GL NIC IV,20/12/1990,5541551.00,
,KREDIETBANK GL NIC IV,20/12/1990,18039517.00,
,WINTER PALACE HOTEL,20/12/1990,2000000.00,
,ICLE PG CN  (BEI/PMI B),20/12/1990,3244815.00,
,ICLE PG CN  (BEI/PMI B),20/12/1990,3244815.00,
,KREDIETBANK GL,20/12/1990,1532769.00,
,KREDIETBANK GL,20/12/1990,22048299.00,
,NIBID GL VII,19/12/1990,14751511.00,
,EGGER SPANPLATTENWERK BRILON,19/12/1990,5720640.00,
,IRFIS PG MEZZOGIORNO XI,19/12/1990,7138593.00,
,IRFIS PG MEZZOGIORNO XI,19/12/1990,7138593.00,
,TAT-TRANSPORT AERIEN TRANSREGIONAL,18/12/1990,36268889.00,
,ISVEIMER PG MEZZOGIORNO XVII,18/12/1990,12979259.00,
,ISVEIMER PG MEZZOGIORNO XVII,18/12/1990,6489630.00,
,ISVEIMER PG MEZZOGIORNO XVII,18/12/1990,12979259.00,
,ISVEIMER PG MEZZOGIORNO XVII,18/12/1990,6489630.00,
,SOLVAY ROSIGNANO IV,18/12/1990,11681333.00,
,SOLVAY ROSIGNANO IV,18/12/1990,11681333.00,
,ENVIRONNEMENT GABES,18/12/1990,35000000.00,
,EUROTUNNEL (UK AND F),17/12/1990,36000000.00,
,EUROTUNNEL(F/UK),17/12/1990,36000000.00,
,SOCIETE GENERALE GL,17/12/1990,9834341.00,
,CREDIT COMMERCIAL DE FRANCE PG,17/12/1990,4917170.00,
,W.E.B. ARUBA,17/12/1990,1300000.00,
,AER LINGUS FLEET,17/12/1990,7601961.00,
,CREDIT AGRICOLE PG ENVIRONNEMENT,17/12/1990,72537778.00,
,PPC DISTRIBUTION II,17/12/1990,28273729.00,
,W.E.B. ARUBA,17/12/1990,1900000.00,
,RENAULT PORTUGUESA,17/12/1990,40952948.00,
,ICF GLOBAL LOAN,17/12/1990,4200000.00,
,JYDSK TELEFON,14/12/1990,10002353.00,
,SOCIETE SPECIALISEE D'INVESTISSEMENT,13/12/1990,1105500.00,
,SOCIETE SPECIALISEE D'INVESTISSEMENT,13/12/1990,394.5,
,SOCIETE SPECIALISEE D'INVESTISSEMENT,13/12/1990,500.00,
,UNIL.IT NAPOLI,13/12/1990,7787555.00,
,STRANRAER CHEESE JOINT VENTURE,13/12/1990,14249866.00,
,IDB IV GLOBAL LOAN,13/12/1990,12500000.00,
,DSB ELECTRIFICATION II,11/12/1990,89030773.00,
,SAS FLEET RENEWAL,11/12/1990,114029420.00,
,IRISH FORESTS V,11/12/1990,48226943.00,
,METANIZZAZIONE TOSCANA-LIGURIA,10/12/1990,12979259.00,
,METANIZZAZIONE TOSCANA-LIGURIA,10/12/1990,12979259.00,
,IVECO VEICOLI INDUSTRIALI,10/12/1990,10707889.00,
,IVECO VEICOLI INDUSTRIALI,10/12/1990,24985074.00,
,NORDLAND PAPIER,07/12/1990,14568694.00,
,SNAM GASDOTTI IV,07/12/1990,6489630.00,
,SNAM GASDOTTI IV,07/12/1990,6489630.00,
,DELCO REMY (AUT. GLOB.II ET IV),07/12/1990,3003216.00,
,EUROCONTROL INFRASTRUCTURE,07/12/1990,6000000.00,
,BCA PG PYME VI,07/12/1990,38785547.00,
,SUDWESTLB GL INFRA/UMWELT/ENERGIE,06/12/1990,6458788.00,
,BERLINER INDUSTRIEBANK GL(GDR),06/12/1990,12966138.00,
,SUDWESTLB GL INFRA/UMWELT/ENERGIE,05/12/1990,6458788.00,
,BERLINER INDUSTRIEBANK GL(GDR),05/12/1990,12941856.00,
,FLUGHAFEN FRANKFURT 1&2(EIB/ED) &3,05/12/1990,12140578.00,
,FLUGHAFEN FRANKFURT 1&2(EIB/ED) &3,05/12/1990,12140578.00,
,STADT KOELN ABWASSERANLAGEN I,05/12/1990,7284347.00,
,STADT KOELN ABWASSERANLAGEN I,05/12/1990,7284347.00,
,WESTLB GL VI,05/12/1990,13646010.00,
,WESTLB GL VI,05/12/1990,13646010.00,
,ZEGA COLD STORAGE LUSAKA,05/12/1990,1200000.00,
,WESTLB GL V,05/12/1990,12230418.00,
,WESTLB GL V,05/12/1990,12286265.00,
,RAFFINERIA SARAS III,05/12/1990,2246385.00,
,RAFFINERIA SARAS III,05/12/1990,2246385.00,
,DENMARK GL XIV,05/12/1990,4451539.00,
,IMI PG CN XII (BEI/PMI B),04/12/1990,6716767.00,
,IMI PG CN XII (BEI/PMI B),04/12/1990,6716767.00,
,EQUIPAMENTO DO PORTO DE SINES,04/12/1990,23479690.00,
,SOPORCEL FOREST & PAPER,04/12/1990,40000000.00,
,MAGIRUS (IVECO) ULM,04/12/1990,77699700.00,
,BPI PG VIII,04/12/1990,30032162.00,
,BPI PG VIII,04/12/1990,8190590.00,
,RAFFINERIA SARAS III,04/12/1990,7488059.00,
,RAFFINERIA SARAS III,04/12/1990,7488059.00,
,SEFERGIE PG,04/12/1990,10880667.00,
,CREDIT BANK GLOBAL LOAN,03/12/1990,9834341.00,
,ZESA II,03/12/1990,8000000.00,
,SOCATA TBM 700,30/11/1990,26838978.00,
,PROTEZIONE AMBIENTE MARCHE/FIO,29/11/1990,11681333.00,
,ICLE PG MZG,29/11/1990,3244815.00,
,ICLE PG MZG,29/11/1990,3244815.00,
,RESEAUX CABLES DE FRANCE,29/11/1990,5803022.00,
,BRITISH AIRWAYS FLEET MODERNISATION,28/11/1990,66171195.00,
,IVECO VEICOLI INDUSTRIALI,28/11/1990,79497962.00,
,ELECTROLUX UK,28/11/1990,28499731.00,
,INTERBANCA PG CN IV (MULTI),27/11/1990,6489630.00,
,INTERBANCA PG CN IV (MULTI),27/11/1990,6489630.00,
,IDBI VI GLOBAL LOAN,27/11/1990,34000000.00,
,AMBIENTE CENTRO NORD/FIO,26/11/1990,2271370.00,
,SAN PAOLO PG CN V (BEI/PMI B),26/11/1990,12979259.00,
,SAN PAOLO PG CN V (BEI/PMI B),26/11/1990,12979259.00,
,CENTROBANCA PG CN VI,26/11/1990,4867222.00,
,CENTROBANCA PG CN VI,26/11/1990,4867222.00,
,MC LOMBARDO PG CN V(BEI/PMIB),24/11/1990,6489630.00,
,MC LOMBARDO PG CN V(BEI/PMIB),24/11/1990,6489630.00,
,BNL PG EN/AMB/TA III,23/11/1990,3050126.00,
,BANCO TOTTA & ACORES PG I,23/11/1990,8190590.00,
,UGANDA ELECTRICITY BOARD (UEB),23/11/1990,11000000.00,
,SNCF TGV NORD,23/11/1990,29015111.00,
,SNCF TGV NORD,23/11/1990,145075555.00,
,SOUTH WEST WATER VII,23/11/1990,64124396.00,
,IVECO VEICOLI INDUSTRIALI,23/11/1990,34070555.00,
,SNCF TGV ATLANTIQUE 2,23/11/1990,79472389.00,
,BAIL EQUIPEMENT PG II (BEI/PMEB),23/11/1990,43522667.00,
,ETUDES SONELGAZ,23/11/1990,1000000.00,
,DIFESA PO-LIVENZA/FIO,20/11/1990,3244815.00,
,CARTIERE SOTTRICI BINDA,20/11/1990,8112037.00,
,CARTIERE SOTTRICI BINDA,20/11/1990,8112037.00,
,TELE SOENDERJYLLAND,19/11/1990,28617034.00,
,MCC PG CN XII,15/11/1990,7339122.00,
,MCC PG CN XIV (BEI/PMI B),15/11/1990,38964385.00,
,IRISH TELECOMMUNICATIONS XI,15/11/1990,45620081.00,
,MCC PG MZG VII,15/11/1990,9548841.00,
,MCC PG CN XIII (BEI/PMIB),15/11/1990,2401163.00,
,ACQUE VENETO/FIO,15/11/1990,25958518.00,
,FERROCARRILES DE VIA ESTRECHA(FEVE),15/11/1990,38785547.00,
,AMBIENTE VENETO/FIO,15/11/1990,16224074.00,
,CLF REGIONS CENTRE PG II,15/11/1990,43522667.00,
,BQUE BRUXELLES LAMBERT GL II(BEI/PMEB),15/11/1990,70743205.00,
,CLF BRETAGNE PG II,15/11/1990,43522667.00,
,BNL PG EN/AMB/TA III,13/11/1990,7527970.00,
,PROTEZIONE AMBIENTE ABRUZZO/FIO,13/11/1990,19468889.00,
,DISINQUINAMENTO ABRUZZO/FIO,13/11/1990,1557511.00,
,AMBIENTE ABRUZZO II/FIO,13/11/1990,3244815.00,
,CNA/AREA A49,12/11/1990,61657111.00,
,CNA/AREA A43,12/11/1990,32642000.00,
,BANCO PORTUGUES DO ATLANTICO PG,12/11/1990,10920786.00,
,CNA/ASF A55,12/11/1990,29015111.00,
,ITALIA CENTRALE RICOSTRUZIONE,09/11/1990,6489630.00,
,CPH REG NAT GAS 2,08/11/1990,5049317.00,
,RED ELECTRICA DE ESPANA,08/11/1990,23271328.00,
,RED ELECTRICA DE ESPANA,08/11/1990,15514219.00,
,TDK TAPES BASCHARAGE,08/11/1990,11790534.00,
,IMI PG CN XII (BEI/PMI B),06/11/1990,16224074.00,
,IMI PG CN XII (BEI/PMI B),06/11/1990,16224074.00,
,EFIBANCA PG CN VI (BEI/PMI B),05/11/1990,4867222.00,
,EFIBANCA PG CN VI (BEI/PMI B),05/11/1990,4867222.00,
,DIFESA SUOLO BASILICATA/FIO,05/11/1990,32448148.00,
,AGROINDUSTRIA PG CN IV (BEI/PMI B),05/11/1990,3244815.00,
,AGROINDUSTRIA PG CN IV (BEI/PMI B),05/11/1990,3244815.00,
,BANCO CENTRAL PG PYME III,02/11/1990,62056875.00,
,BCLE PG INFRA X,02/11/1990,38785547.00,
,THESSALONIKI ROADS,31/10/1990,4425453.00,
,BNL PG MEZZOGIORNO X,31/10/1990,6489630.00,
,BNL PG MEZZOGIORNO X,31/10/1990,6489630.00,
,INTERPORTO ORBASSANO III/FIO 89,31/10/1990,3244815.00,
,SIP MEZZOGIORNO VII,30/10/1990,16224074.00,
,SIP MEZZOGIORNO VII,30/10/1990,16224074.00,
,MC LOMBARDO PG CN V(BEI/PMIB),30/10/1990,9734444.00,
,MC LOMBARDO PG CN V(BEI/PMIB),30/10/1990,9734444.00,
,ILTE MONCALIERI,30/10/1990,6489630.00,
,ILTE MONCALIERI,30/10/1990,6489630.00,
,TAHI TOURISME,29/10/1990,3000000.00,
,SIP MEZZOGIORNO VII,26/10/1990,32448148.00,
,TELECOMMUNICATIONS,26/10/1990,80000000.00,
,AMBIENTE CENTRO NORD II/FIO,26/10/1990,3244815.00,
,BANK VAN ROESELARE GL (EIB/SMEB),26/10/1990,23581068.00,
,PUERTO AUTONOMO DE BARCELONA,25/10/1990,23271328.00,
,ITALGAS METANIZZAZIONE NORD II,24/10/1990,12979259.00,
,ITALGAS METANIZZAZIONE NORD II,24/10/1990,12979259.00,
,BNL PG EN/AMB/TA III,23/10/1990,5269579.00,
,INFRASTRUTTURE LAZIO/FIO,23/10/1990,9734444.00,
,UNICEM II,23/10/1990,3244815.00,
,UNICEM II,23/10/1990,3244815.00,
,LISBOA SUL-NORTE,23/10/1990,34946515.00,
,BRISA IV,23/10/1990,38222751.00,
,JAE ESTRADAS III,23/10/1990,21841572.00,
,JAE ESTRADAS VIII,23/10/1990,29486122.00,
,NORDLAND PAPIER,22/10/1990,24281156.00,
,AGIP LUNA II,19/10/1990,18170963.00,
,AGIP LUNA II,19/10/1990,7787555.00,
,SEAT AUTOMOVIL,19/10/1990,61358735.00,
,SEAT AUTOMOVIL,19/10/1990,193074453.00,
,VENEFONDIARIO PG CN III,17/10/1990,5516185.00,
,VENEFONDIARIO PG CN III,17/10/1990,5516185.00,
,EUROTUNNEL (UK AND F),15/10/1990,35624664.00,
,EUROTUNNEL(F/UK),15/10/1990,35624664.00,
,EUROTUNNEL(F/UK),15/10/1990,35624664.00,
,ENEL IMPIANTI IDROELETTRICI III,15/10/1990,39003104.00,
,ENEL RETI MEZZOGIORNO II,15/10/1990,19468889.00,
,ENEL RETI MEZZOGIORNO II,15/10/1990,19468889.00,
,AIR PRODUCTS DIDCOT,12/10/1990,12824879.00,
,INTER-EUROPA BANK,12/10/1990,25000000.00,
,KLM LONG RANGE FLEET 1&2,10/10/1990,42963148.00,
,INFRA. TRASPORTI C.N./FIO,09/10/1990,5191704.00,
,AMBIENTE FRIULI-VENEZIA GIULIA II/FIO,09/10/1990,12979259.00,
,EXPORT DEVELOPMENT BANK,08/10/1990,25000000.00,
,EDWARD THOMPSON (PRINTERS)LTD,08/10/1990,4274960.00,
,DISINQUINAMENTO PO III/FIO,04/10/1990,20766815.00,
,PORTO SELVAGGIO/FIO,01/10/1990,2920333.00,
,MARTINAIR,01/10/1990,20070894.00,
,TUNEL DE VALLVIDRERA,26/09/1990,39466414.00,
,BIRMINGHAM AIRPORT II,25/09/1990,9880949.00,
,AMBIENTE TOSCANA/FIO,20/09/1990,16514077.00,
,DISINQUINAMENTO ARNO/FIO,20/09/1990,26422523.00,
,AMBIENTE CENTRO NORD II/FIO,20/09/1990,5945068.00,
,SOPORCEL FOREST & PAPER,18/09/1990,16500000.00,
,SOPORCEL FOREST & PAPER,18/09/1990,5500000.00,
,CTT TELECOM III,18/09/1990,24835122.00,
,CTT TELECOM III,18/09/1990,57948619.00,
,ODENSE HEATING AND SEWAGE,18/09/1990,15288552.00,
,MARSHALLS MONO (AUT.GLOB.III),17/09/1990,1976190.00,
,UNION ELECTRICA FENOSA,12/09/1990,27626490.00,
,UNION ELECTRICA FENOSA,12/09/1990,39466414.00,
,UNION ELECTRICA FENOSA,12/09/1990,27626490.00,
,SOUTHERN WATER,11/09/1990,56462564.00,
,SAN PAOLO PG CN V (BEI/PMI B),10/09/1990,13211261.00,
,SAN PAOLO PG CN V (BEI/PMI B),10/09/1990,13211261.00,
,IMMOBAIL BTP PG (BEI/PME B),06/09/1990,14434493.00,
,FIH GL VIII,30/08/1990,19110690.00,
,FIH GL VIII,30/08/1990,44591611.00,
,CIVE - VERRE D'EMBALLAGE,24/08/1990,12141615.00,
,VRA IV,22/08/1990,4000000.00,
,DEMINEX SNORRE & VESLEFRIKK OIL FIELDS,21/08/1990,19307107.00,
,DEMINEX SNORRE & VESLEFRIKK OIL FIELDS,13/08/1990,22877013.00,
,MCC PG CN XII,10/08/1990,4557885.00,
,MCC PG CN XIV (BEI/PMI B),10/08/1990,1592618.00,
,MCC PG MZG VII,10/08/1990,7688954.00,
,MCC PG CN XIII (BEI/PMIB),10/08/1990,8917601.00,
,AMBIENTE CAMPANIA/FIO,07/08/1990,13211261.00,
,IKB GL VI,06/08/1990,26079182.00,
,CLF RHONE-APLES PG II,06/08/1990,72172463.00,
,CLF PAYS DE LA LOIRE PG II,06/08/1990,43303478.00,
,CLF NORD-PAS-DE-CALAIS PG II,06/08/1990,57737971.00,
,TRANSPORT AZORES II,03/08/1990,32837551.00,
,TRANSPORT AZORES II,03/08/1990,5794862.00,
,ESTORIL SOLID WASTE,03/08/1990,4001214.00,
,ESTORIL SOLID WASTE,03/08/1990,4001214.00,
,BRISA III,03/08/1990,49670245.00,
,LYONNAISE WATER UK,02/08/1990,46581615.00,
,ALLIED IRISH BANK GL,02/08/1990,12993999.00,
,ISVEIMER PG MEZZOGIORNO XVI,31/07/1990,3302815.00,
,ISVEIMER PG MEZZOGIORNO XVI,31/07/1990,3302815.00,
,EGGER SPANPLATTENWERK BRILON,31/07/1990,14572592.00,
,BANK OF IRELAND GL II,31/07/1990,12993999.00,
,WESTLB GL V,31/07/1990,1441655.00,
,EFIBANCA PG CN VI (BEI/PMI B),30/07/1990,9908446.00,
,EFIBANCA PG CN VI (BEI/PMI B),30/07/1990,9908446.00,
,PGNG GAS DEVELOPMENT AND ENVIRONMENT,30/07/1990,50000000.00,
,SIP MEZZOGIORNO VII,27/07/1990,118901352.00,
,SIP MEZZOGIORNO VII,27/07/1990,29725338.00,
,ACOSER BOLOGNA,27/07/1990,19816892.00,
,SIP MEZZOGIORNO VII,26/07/1990,49542230.00,
,AVIACO RENOVACION DE FLOTA,26/07/1990,31573131.00,
,DEMINEX SNORRE & VESLEFRIKK OIL FIELDS,20/07/1990,28596266.00,
,JANSSEN LATINA,19/07/1990,7383774.00,
,TYH VII,19/07/1990,100000000.00,
,PORTI CALABRIA/FIO,18/07/1990,8768314.00,
,BANCO DE MOCAMBIQUE - AIDE AUX PME,18/07/1990,6000000.00,
,GKN JAGUAR PANELS,18/07/1990,28231282.00,
,EUROTUNNEL (UK AND F),17/07/1990,36086232.00,
,MCC PG MZG VI,17/07/1990,3138335.00,
,ELECTRA DE VIESGO,17/07/1990,47359697.00,
,AMBIENTE CENTRO NORD/FIO,16/07/1990,6605631.00,
,BNFL THORP 3,13/07/1990,28231282.00,
,BCH PG PYME TURISMO IV,13/07/1990,39466414.00,
,FOKKER FLIGHT SIMULATOR III (AUT.GL.),13/07/1990,5165400.00,
,BCI PG PYME XIII,13/07/1990,39466414.00,
,TECNOL.SERVIZI AVANZATI/FIO,12/07/1990,10569009.00,
,RAILWAYS I,12/07/1990,20000000.00,
,BDET PG III A,10/07/1990,12000000.00,
,BDET PG III B POUR PARTICIPATIONS,10/07/1990,3000000.00,
,AGIP GIACIMENTI NORD/SUD II,06/07/1990,16514077.00,
,AGIP GIACIMENTI NORD/SUD II,06/07/1990,16514077.00,
,AGIP GIACIMENTI CN III,06/07/1990,9247883.00,
,AGIP GIACIMENTI CN III,06/07/1990,3963378.00,
,MVMT-POWER GRID IMPROVEMENT,05/07/1990,15000000.00,
,DISINQUINAMENTO PO IV/FIO,04/07/1990,42936599.00,
,CERESTAR UK GLUCOSE,03/07/1990,16938769.00,
,BANCO GENERAL PG MEDIO AMBIENTE,03/07/1990,39466414.00,
,CASA AIRBUS A-320/330/340,02/07/1990,44541626.00,
,CASA AIRBUS A-320/330/340,02/07/1990,44541626.00,
,3I GROPED LOAN VI (EIB/PME B),29/06/1990,102115840.00,
,MC LOMBARDO PG CN V(BEI/PMIB),29/06/1990,9969030.00,
,MC LOMBARDO PG CN V(BEI/PMIB),29/06/1990,9969030.00,
,INFRA. TRASPORTI C.N./FIO,28/06/1990,3987612.00,
,IMI PG TECNOLOGIE AVANZATE IV,28/06/1990,10086332.00,
,IMI PG TECNOLOGIE AVANZATE IV,28/06/1990,283453.00,
,IMI PG CN XII (BEI/PMI B),28/06/1990,12676286.00,
,IMI PG CN XII (BEI/PMI B),28/06/1990,4036460.00,
,GREEK TOWNS SEWERAGE III,28/06/1990,22842987.00,
,LOCAFRANCE PG IV (BEI/BEI PME B),28/06/1990,101801745.00,
,BNL PG CN VI,27/06/1990,8307525.00,
,BNL PG CN VI,27/06/1990,8307525.00,
,ENEL FIUME SANTO,26/06/1990,99690295.00,
,ANGLIAN WATER V,26/06/1990,68077227.00,
,VENEFONDIARIO PG CN III,26/06/1990,4319913.00,
,VENEFONDIARIO PG CN III,26/06/1990,4319913.00,
,VISKASE PLASTICS SWANSEA,26/06/1990,10892356.00,
,CABLE AND WIRELESS PTAT-1,26/06/1990,82858966.00,
,VENEFONDIARIO PG ENERGIA AMBIENTE,26/06/1990,7908763.00,
,VENEFONDIARIO PG ENERGIA AMBIENTE,26/06/1990,3389470.00,
,AUTOSTRADA ROMA NAPOLI III,26/06/1990,16615049.00,
,AUTOSTRADA ROMA NAPOLI III,25/06/1990,16615049.00,
,PORTO LA SPEZIA/FIO,23/06/1990,7975224.00,
,CARTIERE BURGO - TRIESTE,22/06/1990,33230098.00,
,CARTIERE BURGO - TRIESTE,22/06/1990,33230098.00,
,BNL PG EN/AMB/TA III,22/06/1990,4153762.00,
,BNL PG EN/AMB/TA III,22/06/1990,8254356.00,
,BNL PG EN/AMB/TA III,22/06/1990,2964125.00,
,BNL PG EN/AMB/TA III,22/06/1990,4153762.00,
,EDP TRANSMISSION/DISTRIBUTION,22/06/1990,96839170.00,
,MISA/FIO,21/06/1990,3323010.00,
,NORTHUMBRIAN WATER VII,21/06/1990,27230891.00,
,AMBIENTE BASILICATA-CALABRIA/FIO,20/06/1990,19938059.00,
,DIFESA AMBIENTE BASILICATA/FIO,20/06/1990,3987612.00,
,CIS PG MEZZOGIORNO XII,20/06/1990,9969030.00,
,CIS PG MEZZOGIORNO XII,20/06/1990,9969030.00,
,PNEUMATICI PIRELLI,19/06/1990,46522138.00,
,WREXHAM WIRE,19/06/1990,2314626.00,
,SOPORCEL FOREST & PAPER,18/06/1990,11000000.00,
,SOPORCEL FOREST & PAPER,18/06/1990,5000000.00,
,SOPORCEL FOREST & PAPER,18/06/1990,11000000.00,
,AUTOROUTE EST-OUEST,18/06/1990,40000000.00,
,IMI PG CN XII (BEI/PMI B),15/06/1990,36553108.00,
,IMI PG CN XII (BEI/PMI B),15/06/1990,36553108.00,
,IMI PG MEZZOGIORNO XI,15/06/1990,16615049.00,
,IMI PG MEZZOGIORNO XI,15/06/1990,16615049.00,
,AMAGER WASTE DISPOSAL,14/06/1990,12810658.00,
,DISINQUINAMENTO GORZONE II/FIO,13/06/1990,6646020.00,
,TLP II (TELEFONES DE LISBOA E PORTO),12/06/1990,13834167.00,
,TLP II (TELEFONES DE LISBOA E PORTO),12/06/1990,41502501.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,08/06/1990,3323010.00,
,AGROINDUSTRIA PG CN III -BEI/PMIB,08/06/1990,3323010.00,
,SOGUIPAH UNITE PILOTE,07/06/1990,600.00,
,SOFIDER REUNION PG,07/06/1990,7271553.00,
,SANDRETTO TORINO,07/06/1990,19938059.00,
,COTONA II,06/06/1990,2000000.00,
,MCC PG MZG VI,05/06/1990,13455531.00,
,ITALGAS ITALIA CENTRALE,04/06/1990,27913283.00,
,ITALGAS ITALIA CENTRALE,04/06/1990,11962835.00,
,EFIBANCA PG MEZZOGIORNO IV,01/06/1990,3190089.00,
,EFIBANCA PG MEZZOGIORNO IV,01/06/1990,7443542.00,
,EFIBANCA PG CN IV,01/06/1990,3323010.00,
,EFIBANCA PG CN IV,01/06/1990,3323010.00,
